;CD_CVM;CD_CONTA;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
386;21490;3.03;MIL;2022-01-01;2022-03-31;Resultado Bruto;1110231.0;S
384;21490;3.01;MIL;2022-01-01;2022-03-31;Receita de Venda de Bens e/ou Serviços;1280520.0;S
395;21490;3.99;MIL;2022-01-01;2022-03-31;Lucro por Ação - (Reais / Ação);0.0;N
391;21490;3.08;MIL;2022-01-01;2022-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-128849.0;S
397;21490;3.02;MIL;2022-04-01;2022-06-30;Custo dos Bens e/ou Serviços Vendidos;-158203.0;S
407;21490;3.99;MIL;2022-04-01;2022-06-30;Lucro por Ação - (Reais / Ação);0.0;N
406;21490;3.11;MIL;2022-04-01;2022-06-30;Lucro/Prejuízo Consolidado do Período;367931.0;S
405;21490;3.10;MIL;2022-04-01;2022-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
404;21490;3.09;MIL;2022-04-01;2022-06-30;Resultado Líquido das Operações Continuadas;367931.0;S
403;21490;3.08;MIL;2022-04-01;2022-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-127790.0;S
402;21490;3.07;MIL;2022-04-01;2022-06-30;Resultado Antes dos Tributos sobre o Lucro;495721.0;S
401;21490;3.06;MIL;2022-04-01;2022-06-30;Resultado Financeiro;-340952.0;S
400;21490;3.05;MIL;2022-04-01;2022-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;836673.0;S
399;21490;3.04;MIL;2022-04-01;2022-06-30;Despesas/Receitas Operacionais;-173367.0;S
398;21490;3.03;MIL;2022-04-01;2022-06-30;Resultado Bruto;1010040.0;S
396;21490;3.01;MIL;2022-04-01;2022-06-30;Receita de Venda de Bens e/ou Serviços;1168243.0;S
413;21490;3.06;MIL;2022-07-01;2022-09-30;Resultado Financeiro;-182718.0;S
419;21490;3.99;MIL;2022-07-01;2022-09-30;Lucro por Ação - (Reais / Ação);0.0;N
418;21490;3.11;MIL;2022-07-01;2022-09-30;Lucro/Prejuízo Consolidado do Período;250270.0;S
417;21490;3.10;MIL;2022-07-01;2022-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
416;21490;3.09;MIL;2022-07-01;2022-09-30;Resultado Líquido das Operações Continuadas;250270.0;S
415;21490;3.08;MIL;2022-07-01;2022-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-17437.0;S
414;21490;3.07;MIL;2022-07-01;2022-09-30;Resultado Antes dos Tributos sobre o Lucro;267707.0;S
412;21490;3.05;MIL;2022-07-01;2022-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;450425.0;S
408;21490;3.01;MIL;2022-07-01;2022-09-30;Receita de Venda de Bens e/ou Serviços;652659.0;S
409;21490;3.02;MIL;2022-07-01;2022-09-30;Custo dos Bens e/ou Serviços Vendidos;-166680.0;S
410;21490;3.03;MIL;2022-07-01;2022-09-30;Resultado Bruto;485979.0;S
411;21490;3.04;MIL;2022-07-01;2022-09-30;Despesas/Receitas Operacionais;-35554.0;S
862;21490;3.11;MIL;2022-10-01;2022-12-31;Lucro/Prejuízo Consolidado do Período;306793.0;S
852;21490;3.01;MIL;2022-10-01;2022-12-31;Receita de Venda de Bens e/ou Serviços;732286.0;S
853;21490;3.02;MIL;2022-10-01;2022-12-31;Custo dos Bens e/ou Serviços Vendidos;-197481.0;S
861;21490;3.10;MIL;2022-10-01;2022-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
860;21490;3.09;MIL;2022-10-01;2022-12-31;Resultado Líquido das Operações Continuadas;306793.0;S
859;21490;3.08;MIL;2022-10-01;2022-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;38120.0;S
858;21490;3.07;MIL;2022-10-01;2022-12-31;Resultado Antes dos Tributos sobre o Lucro;268673.0;S
857;21490;3.06;MIL;2022-10-01;2022-12-31;Resultado Financeiro;-217148.0;S
856;21490;3.05;MIL;2022-10-01;2022-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;485821.0;S
855;21490;3.04;MIL;2022-10-01;2022-12-31;Despesas/Receitas Operacionais;-48984.0;S
854;21490;3.03;MIL;2022-10-01;2022-12-31;Resultado Bruto;534805.0;S
863;21490;3.99;MIL;2022-10-01;2022-12-31;Lucro por Ação - (Reais / Ação);0.0;N
420;21490;3.01;MIL;2023-01-01;2023-03-31;Receita de Venda de Bens e/ou Serviços;1003997.0;S
421;21490;3.02;MIL;2023-01-01;2023-03-31;Custo dos Bens e/ou Serviços Vendidos;-194916.0;S
422;21490;3.03;MIL;2023-01-01;2023-03-31;Resultado Bruto;809081.0;S
423;21490;3.04;MIL;2023-01-01;2023-03-31;Despesas/Receitas Operacionais;-32307.0;S
424;21490;3.05;MIL;2023-01-01;2023-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;776774.0;S
425;21490;3.06;MIL;2023-01-01;2023-03-31;Resultado Financeiro;-284649.0;S
426;21490;3.07;MIL;2023-01-01;2023-03-31;Resultado Antes dos Tributos sobre o Lucro;492125.0;S
427;21490;3.08;MIL;2023-01-01;2023-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-104797.0;S
429;21490;3.10;MIL;2023-01-01;2023-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
430;21490;3.11;MIL;2023-01-01;2023-03-31;Lucro/Prejuízo Consolidado do Período;387328.0;S
431;21490;3.99;MIL;2023-01-01;2023-03-31;Lucro por Ação - (Reais / Ação);0.0;N
428;21490;3.09;MIL;2023-01-01;2023-03-31;Resultado Líquido das Operações Continuadas;387328.0;S
443;21490;3.99;MIL;2023-04-01;2023-06-30;Lucro por Ação - (Reais / Ação);0.0;N
442;21490;3.11;MIL;2023-04-01;2023-06-30;Lucro/Prejuízo Consolidado do Período;338097.0;S
441;21490;3.10;MIL;2023-04-01;2023-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
440;21490;3.09;MIL;2023-04-01;2023-06-30;Resultado Líquido das Operações Continuadas;338097.0;S
438;21490;3.07;MIL;2023-04-01;2023-06-30;Resultado Antes dos Tributos sobre o Lucro;403534.0;S
439;21490;3.08;MIL;2023-04-01;2023-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-65437.0;S
436;21490;3.05;MIL;2023-04-01;2023-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;598280.0;S
435;21490;3.04;MIL;2023-04-01;2023-06-30;Despesas/Receitas Operacionais;-10276.0;S
434;21490;3.03;MIL;2023-04-01;2023-06-30;Resultado Bruto;608556.0;S
433;21490;3.02;MIL;2023-04-01;2023-06-30;Custo dos Bens e/ou Serviços Vendidos;-171600.0;S
432;21490;3.01;MIL;2023-04-01;2023-06-30;Receita de Venda de Bens e/ou Serviços;780156.0;S
437;21490;3.06;MIL;2023-04-01;2023-06-30;Resultado Financeiro;-194746.0;S
455;21490;3.99;MIL;2023-07-01;2023-09-30;Lucro por Ação - (Reais / Ação);0.0;N
454;21490;3.11;MIL;2023-07-01;2023-09-30;Lucro/Prejuízo Consolidado do Período;167192.0;S
453;21490;3.10;MIL;2023-07-01;2023-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
452;21490;3.09;MIL;2023-07-01;2023-09-30;Resultado Líquido das Operações Continuadas;167192.0;S
451;21490;3.08;MIL;2023-07-01;2023-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-32784.0;S
448;21490;3.05;MIL;2023-07-01;2023-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;414163.0;S
449;21490;3.06;MIL;2023-07-01;2023-09-30;Resultado Financeiro;-214187.0;S
447;21490;3.04;MIL;2023-07-01;2023-09-30;Despesas/Receitas Operacionais;-33635.0;S
446;21490;3.03;MIL;2023-07-01;2023-09-30;Resultado Bruto;447798.0;S
445;21490;3.02;MIL;2023-07-01;2023-09-30;Custo dos Bens e/ou Serviços Vendidos;-201159.0;S
444;21490;3.01;MIL;2023-07-01;2023-09-30;Receita de Venda de Bens e/ou Serviços;648957.0;S
450;21490;3.07;MIL;2023-07-01;2023-09-30;Resultado Antes dos Tributos sobre o Lucro;199976.0;S
466;21490;3.11;MIL;2024-01-01;2024-03-31;Lucro/Prejuízo Consolidado do Período;402838.0;S
465;21490;3.10;MIL;2024-01-01;2024-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
464;21490;3.09;MIL;2024-01-01;2024-03-31;Resultado Líquido das Operações Continuadas;402838.0;S
463;21490;3.08;MIL;2024-01-01;2024-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-112210.0;S
462;21490;3.07;MIL;2024-01-01;2024-03-31;Resultado Antes dos Tributos sobre o Lucro;515048.0;S
459;21490;3.04;MIL;2024-01-01;2024-03-31;Despesas/Receitas Operacionais;-18077.0;S
460;21490;3.05;MIL;2024-01-01;2024-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;768929.0;S
458;21490;3.03;MIL;2024-01-01;2024-03-31;Resultado Bruto;787006.0;S
457;21490;3.02;MIL;2024-01-01;2024-03-31;Custo dos Bens e/ou Serviços Vendidos;-209529.0;S
456;21490;3.01;MIL;2024-01-01;2024-03-31;Receita de Venda de Bens e/ou Serviços;996535.0;S
461;21490;3.06;MIL;2024-01-01;2024-03-31;Resultado Financeiro;-253881.0;S
467;21490;3.99;MIL;2024-01-01;2024-03-31;Lucro por Ação - (Reais / Ação);0.0;N
